person_age,person_income,person_emp_length,person_home_ownership,loan_grade,loan_intent,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_cred_hist_length,cb_person_default_on_file
23,44000,7,OWN,C,VENTURE,5000,13.23,0,0.11,2,N
26,44000,10,OWN,C,VENTURE,5000,,0,0.11,2,N
26,72000,0,RENT,B,DEBTCONSOLIDATION,9000,10.74,0,0.13,2,N
24,38000,0,MORTGAGE,D,PERSONAL,2500,15.7,1,0.07,2,N
23,72000,2,RENT,C,VENTURE,9000,13.47,0,0.13,3,N
25,72500,2,RENT,B,HOMEIMPROVEMENT,9000,10.59,0,0.12,2,N
26,74000,3,RENT,B,PERSONAL,9000,10,0,0.12,3,N
25,44000,1,MORTGAGE,C,VENTURE,10000,12.87,0,0.23,2,Y
22,75000,2,RENT,B,DEBTCONSOLIDATION,9000,10.99,0,0.12,4,N
25,44000,7,MORTGAGE,A,HOMEIMPROVEMENT,5000,7.4,0,0.11,3,N
23,44000,2,MORTGAGE,A,VENTURE,2000,7.4,0,0.05,4,N
23,69000,8,RENT,B,EDUCATION,9000,9.63,1,0.13,4,N
23,69000,1,RENT,D,EDUCATION,9000,14.09,1,0.13,3,Y
24,44000,8,OWN,D,PERSONAL,9000,15.31,0,0.2,2,Y
24,77496,2,RENT,C,VENTURE,9000,12.84,0,0.12,4,N
25,44000,3,MORTGAGE,A,VENTURE,3600,9.32,0,0.08,2,N
26,80000,3,RENT,A,VENTURE,9000,8.9,0,0.11,2,N
22,80000,3,RENT,A,DEBTCONSOLIDATION,9000,6.91,0,0.11,3,N
26,80000,0,RENT,C,VENTURE,9000,13.16,0,0.11,2,Y
25,80000,0,RENT,C,EDUCATION,9000,,0,0.11,2,N
26,80000,0,RENT,C,EDUCATION,9000,10.91,0,0.11,3,Y
23,80400,4,RENT,A,PERSONAL,9000,7.51,0,0.11,2,N
23,83000,7,RENT,B,DEBTCONSOLIDATION,9000,10.59,0,0.11,4,N
22,44000,1,MORTGAGE,B,DEBTCONSOLIDATION,18900,10.14,0,0.43,2,N
25,84000,5,RENT,B,DEBTCONSOLIDATION,9000,11.36,0,0.11,2,N
22,38004,7,MORTGAGE,D,DEBTCONSOLIDATION,3600,17.27,1,0.09,4,N
23,44004,7,OWN,A,MEDICAL,17000,6.62,0,0.39,2,N
26,84996,0,RENT,B,MEDICAL,9000,11.26,0,0.11,2,N
24,85000,1,RENT,C,MEDICAL,9000,13.92,0,0.11,4,N
21,44004,5,MORTGAGE,B,VENTURE,7200,11.89,0,0.16,4,N
22,44004,0,MORTGAGE,C,PERSONAL,6300,12.29,0,0.14,3,Y
24,86250,1,RENT,B,HOMEIMPROVEMENT,9000,12.69,0,0.1,2,N
25,87000,7,RENT,C,MEDICAL,9000,13.49,0,0.1,4,N
23,88000,5,RENT,B,MEDICAL,9000,,0,0.1,2,N
22,44160,5,MORTGAGE,C,VENTURE,3000,14.79,0,0.07,3,N
24,44160,7,OTHER,C,MEDICAL,10000,13.22,0,0.23,4,N
25,44196,8,MORTGAGE,A,HOMEIMPROVEMENT,4000,7.51,0,0.09,3,N
25,90900,9,RENT,C,VENTURE,9000,13.22,0,0.1,3,Y
24,44208,2,MORTGAGE,A,VENTURE,7000,7.51,0,0.16,3,N
23,92000,7,RENT,A,EDUCATION,9000,6.92,0,0.1,2,N
24,83000,8,RENT,D,PERSONAL,9000,15.05,1,0.11,3,Y
23,44340,0,OWN,C,VENTURE,3000,12.98,0,0.07,3,Y
26,38340,7,MORTGAGE,B,PERSONAL,2500,12.18,1,0.07,4,N
23,44390,3,OWN,B,EDUCATION,14300,10.99,0,0.32,2,N
23,38400,2,MORTGAGE,D,DEBTCONSOLIDATION,15000,17.27,1,0.39,3,N
25,100000,7,RENT,C,MEDICAL,9000,11.34,0,0.09,4,Y
25,100500,5,RENT,B,PERSONAL,9000,,0,0.09,4,N
25,44400,9,MORTGAGE,A,DEBTCONSOLIDATION,6000,6.03,0,0.14,2,N
25,44400,6,MORTGAGE,C,VENTURE,14125,12.99,0,0.32,2,N
22,110500,2,RENT,A,EDUCATION,9000,5.79,0,0.08,4,N
25,115000,2,RENT,A,HOMEIMPROVEMENT,9000,7.51,0,0.08,3,N
23,44400,8,MORTGAGE,C,EDUCATION,2500,12.68,0,0.06,3,N
26,44400,,MORTGAGE,C,VENTURE,6500,14.35,0,0.15,2,N
23,44400,3,MORTGAGE,A,EDUCATION,6500,7.51,0,0.15,4,N
24,133800,0,RENT,A,DEBTCONSOLIDATION,9000,7.9,0,0.07,4,N
23,140000,7,RENT,A,EDUCATION,9000,7.14,0,0.06,3,N
25,44400,1,OWN,C,PERSONAL,5000,12.72,0,0.11,3,Y
24,143000,7,RENT,E,VENTURE,9000,16.45,1,0.06,4,Y
24,24000,5,RENT,B,MEDICAL,8975,11.83,1,0.37,2,N
26,33000,4,RENT,D,MEDICAL,8975,16.02,0,0.27,3,Y
26,44470,2,MORTGAGE,A,DEBTCONSOLIDATION,4000,6.76,0,0.09,2,N
24,44475,1,OWN,B,VENTURE,5000,10.65,0,0.11,3,N
26,52800,4,RENT,B,VENTURE,8975,10.99,0,0.17,2,N
23,44496,2,MORTGAGE,A,VENTURE,3500,,0,0.08,4,N
25,34600,0,RENT,A,EDUCATION,8950,6.17,0,0.26,4,N
23,33000,1,RENT,C,EDUCATION,8950,13.22,1,0.27,3,Y
23,44500,4,MORTGAGE,B,EDUCATION,9250,9.62,0,0.21,3,N
25,63000,3,RENT,A,MEDICAL,8900,7.29,0,0.14,3,N
22,44500,3,MORTGAGE,C,PERSONAL,15000,13.57,0,0.34,4,Y
25,19240,0,RENT,B,HOMEIMPROVEMENT,8875,10.65,1,0.46,4,N
21,44500,6,OWN,D,EDUCATION,5000,13.87,0,0.11,3,Y
26,21312,0,RENT,B,PERSONAL,8875,10.59,1,0.42,2,N
23,23000,2,RENT,A,EDUCATION,8875,8.9,1,0.39,2,N
22,23000,1,RENT,B,DEBTCONSOLIDATION,8875,10.74,1,0.39,4,N
24,44582,8,MORTGAGE,A,PERSONAL,5600,7.49,0,0.13,2,N
24,44600,5,MORTGAGE,B,MEDICAL,20000,11.89,0,0.45,4,N
26,24500,4,RENT,B,PERSONAL,8875,10,1,0.36,2,N
21,26124,3,RENT,D,EDUCATION,8875,15.62,1,0.34,3,Y
24,26400,4,RENT,A,MEDICAL,8875,6.62,1,0.34,4,N
24,28800,2,RENT,B,PERSONAL,8875,,1,0.31,2,N
25,30000,1,RENT,A,EDUCATION,8875,7.51,0,0.3,4,N
24,44700,8,OWN,D,MEDICAL,14400,15.37,0,0.32,4,Y
22,44720,6,MORTGAGE,A,PERSONAL,6000,7.9,0,0.13,2,N
24,30000,0,RENT,B,MEDICAL,8850,,0,0.29,4,N
24,62000,8,RENT,A,PERSONAL,8850,6.62,0,0.14,3,N
22,23800,2,RENT,A,VENTURE,8800,9.32,1,0.37,4,N
26,44959,2,MORTGAGE,B,PERSONAL,10000,11.71,0,0.22,2,N
23,46744,4,RENT,D,EDUCATION,8800,14.96,0,0.19,3,Y
22,47000,6,RENT,A,EDUCATION,8800,7.49,0,0.19,4,N
22,48000,7,RENT,A,PERSONAL,8800,6.62,0,0.18,4,N
23,45000,4,MORTGAGE,C,EDUCATION,8650,14.27,0,0.19,2,N
22,60000,3,RENT,A,MEDICAL,8800,8.9,0,0.15,3,N
25,45000,3,MORTGAGE,A,EDUCATION,9000,6.62,0,0.2,3,N
23,45000,4,MORTGAGE,B,DEBTCONSOLIDATION,10000,11.71,0,0.22,3,N
22,73700,3,RENT,F,EDUCATION,8800,18.21,0,0.12,3,Y
25,75000,7,RENT,D,VENTURE,8800,14.59,0,0.12,3,N
25,80000,,RENT,A,DEBTCONSOLIDATION,8800,7.51,0,0.11,2,N
24,108000,6,RENT,B,EDUCATION,8800,10.99,0,0.08,4,N
25,45000,4,MORTGAGE,C,VENTURE,10400,14.27,0,0.23,2,Y
23,44000,1,RENT,C,MEDICAL,5000,13.99,1,0.11,2,Y
23,44000,3,RENT,D,MEDICAL,5000,14.91,1,0.11,2,Y
24,50000,6,RENT,A,MEDICAL,5000,6.54,0,0.1,2,N
22,45000,5,MORTGAGE,B,MEDICAL,6500,10.65,0,0.14,4,N
24,50000,8,RENT,B,MEDICAL,5000,9.25,0,0.1,3,N
23,45000,7,MORTGAGE,B,VENTURE,14550,11.71,0,0.32,4,N
23,50000,7,RENT,B,EDUCATION,5000,11.86,0,0.1,4,N
25,45000,9,MORTGAGE,A,EDUCATION,5000,,0,0.11,3,N
22,50000,2,RENT,A,DEBTCONSOLIDATION,5000,7.88,0,0.1,4,N
24,50000,7,RENT,B,VENTURE,5000,11.36,0,0.1,4,N
25,45000,1,MORTGAGE,A,VENTURE,3000,6.62,0,0.07,2,N
23,50000,0,RENT,B,DEBTCONSOLIDATION,5000,10.25,0,0.1,2,N
23,50000,7,RENT,A,DEBTCONSOLIDATION,5000,7.4,0,0.1,2,N
26,45000,4,MORTGAGE,A,PERSONAL,11000,8.9,0,0.24,3,N
25,50000,0,RENT,A,PERSONAL,5000,,0,0.1,2,N
24,50000,3,RENT,D,PERSONAL,5000,14.74,0,0.1,4,Y
24,45000,8,MORTGAGE,A,VENTURE,6000,7.51,0,0.13,4,N
24,50000,2,RENT,C,EDUCATION,5000,11.03,0,0.1,2,Y
24,50004,9,RENT,C,VENTURE,5000,,0,0.1,4,N
24,50004,5,RENT,A,PERSONAL,5000,7.14,0,0.1,3,N
21,50252,4,RENT,B,DEBTCONSOLIDATION,5000,11.46,0,0.1,2,N
23,44400,4,RENT,D,VENTURE,5000,16.29,1,0.11,4,Y
23,50400,3,RENT,B,VENTURE,5000,10.38,0,0.1,2,N
24,39000,3,MORTGAGE,D,DEBTCONSOLIDATION,4150,17.58,1,0.11,2,Y
22,50433,6,RENT,B,VENTURE,5000,10.71,0,0.1,4,N
21,50500,0,RENT,B,MEDICAL,5000,10.37,0,0.1,3,N
24,50793,6,RENT,A,PERSONAL,5000,6.62,0,0.1,4,N
21,45000,2,OWN,A,VENTURE,6000,,0,0.13,2,N
21,45996,5,RENT,D,DEBTCONSOLIDATION,5000,,1,0.11,3,Y
25,45996,2,RENT,G,DEBTCONSOLIDATION,5000,,1,0.11,4,Y
24,45000,0,MORTGAGE,B,MEDICAL,3000,,0,0.07,3,N
25,39000,5,MORTGAGE,C,PERSONAL,8500,14.65,1,0.22,4,N
22,45000,4,OWN,A,PERSONAL,7000,6.62,0,0.16,3,N
23,45000,6,MORTGAGE,B,MEDICAL,5600,11.71,0,0.12,3,N
22,21000,1,RENT,A,PERSONAL,8500,7.51,1,0.4,4,N
26,45000,6,MORTGAGE,C,MEDICAL,6000,14.27,0,0.13,4,Y
24,24000,1,RENT,A,PERSONAL,8500,7.9,1,0.35,3,N
25,45000,5,MORTGAGE,B,PERSONAL,3800,10.65,0,0.08,2,N
25,24000,2,RENT,B,VENTURE,8500,9.88,1,0.35,4,N
26,24996,3,RENT,A,VENTURE,8500,6.91,1,0.34,4,N
24,25000,0,RENT,B,VENTURE,8500,11.71,1,0.34,3,N
23,25000,2,RENT,A,EDUCATION,8500,6.03,1,0.34,3,N
26,25000,3,RENT,B,MEDICAL,8500,11.71,1,0.34,2,N
25,25000,0,RENT,C,MEDICAL,8500,12.53,1,0.34,2,Y
24,25000,0,RENT,B,HOMEIMPROVEMENT,8500,12.21,1,0.34,2,N
24,45000,2,MORTGAGE,A,VENTURE,9050,6.62,0,0.2,4,N
25,25000,4,RENT,B,DEBTCONSOLIDATION,8500,11.26,1,0.34,2,N
21,25200,3,RENT,C,MEDICAL,8500,13.61,1,0.34,2,Y
24,45000,0,MORTGAGE,A,VENTURE,5000,6.62,0,0.11,3,N
22,26000,,RENT,A,EDUCATION,8500,6.17,1,0.33,3,N
25,45000,9,MORTGAGE,A,HOMEIMPROVEMENT,6800,6.03,0,0.15,2,N
22,45000,6,MORTGAGE,A,PERSONAL,5000,6.99,0,0.11,3,N
26,45000,10,MORTGAGE,A,HOMEIMPROVEMENT,8000,6.99,0,0.18,2,N
22,27000,2,RENT,B,EDUCATION,8500,12.21,1,0.31,2,N
24,39000,,MORTGAGE,A,DEBTCONSOLIDATION,7000,7.49,1,0.18,3,N
21,27120,0,RENT,A,EDUCATION,8500,8.9,1,0.31,2,N
25,28500,0,RENT,B,MEDICAL,8500,11.14,0,0.3,3,N
22,45000,6,MORTGAGE,A,VENTURE,5000,7.49,0,0.11,4,N
26,28700,6,RENT,D,MEDICAL,8500,13.55,1,0.3,3,Y
24,28800,1,RENT,A,DEBTCONSOLIDATION,8500,,0,0.3,2,N
25,45000,4,MORTGAGE,A,MEDICAL,5800,6.99,0,0.13,2,N
23,29520,7,RENT,D,EDUCATION,8500,15.37,0,0.29,2,Y
21,29760,1,RENT,B,DEBTCONSOLIDATION,8500,10.62,0,0.29,2,N
23,30000,6,RENT,C,EDUCATION,8500,13.49,0,0.28,2,N
22,45000,2,MORTGAGE,D,EDUCATION,8000,16.49,0,0.18,2,N
23,45000,7,MORTGAGE,B,EDUCATION,14000,11.49,0,0.31,2,N
25,30000,3,RENT,C,EDUCATION,8500,13.98,0,0.28,4,Y
23,32000,0,RENT,C,MEDICAL,8500,13.16,0,0.27,4,N
25,45000,4,MORTGAGE,D,VENTURE,2000,15.62,0,0.04,3,Y
26,34000,1,RENT,A,MEDICAL,8500,7.88,0,0.25,3,N
22,30000,4,RENT,D,HOMEIMPROVEMENT,8500,15.05,1,0.28,4,Y
23,45000,4,MORTGAGE,B,VENTURE,4725,11.99,0,0.1,2,N
22,39000,,MORTGAGE,A,HOMEIMPROVEMENT,5500,5.99,1,0.14,4,N
25,38400,9,RENT,B,VENTURE,8500,10.99,0,0.22,2,N
22,40000,1,RENT,C,PERSONAL,8500,14.35,0,0.21,2,Y
24,45000,6,MORTGAGE,A,HOMEIMPROVEMENT,4075,5.42,0,0.09,3,N
23,34000,5,RENT,C,VENTURE,8500,13.92,1,0.25,3,N
26,45000,10,MORTGAGE,C,HOMEIMPROVEMENT,14125,13.99,0,0.31,2,Y
26,40500,,RENT,A,DEBTCONSOLIDATION,8500,7.88,0,0.21,2,N
21,42000,5,RENT,A,DEBTCONSOLIDATION,8500,7.51,0,0.2,4,N
26,39000,0,MORTGAGE,D,DEBTCONSOLIDATION,5600,16.49,1,0.14,3,Y
25,45000,6,MORTGAGE,B,HOMEIMPROVEMENT,10000,9.99,0,0.22,4,N
23,45000,8,MORTGAGE,B,VENTURE,13000,10.99,0,0.29,2,N
24,39000,8,MORTGAGE,C,HOMEIMPROVEMENT,5000,,1,0.13,3,N
23,45000,2,MORTGAGE,A,DEBTCONSOLIDATION,6000,7.49,0,0.13,3,N
23,42000,0,RENT,A,EDUCATION,8500,6.92,0,0.2,3,N
22,42000,3,RENT,B,EDUCATION,8500,12.53,0,0.2,4,N
26,42000,0,RENT,B,MEDICAL,8500,11.14,0,0.2,4,N
26,42996,10,RENT,B,MEDICAL,8500,10.2,0,0.2,2,N
21,43000,5,RENT,D,VENTURE,8500,15.58,0,0.2,2,N
26,45000,6,MORTGAGE,A,VENTURE,5000,6.99,0,0.11,2,N
22,44000,4,RENT,A,VENTURE,8500,5.42,0,0.19,4,N
24,44000,0,RENT,A,MEDICAL,8500,7.51,0,0.19,4,N
25,39000,2,RENT,C,VENTURE,8500,13.23,1,0.22,4,Y
25,45000,8,MORTGAGE,A,DEBTCONSOLIDATION,4000,6.62,0,0.09,4,N
25,47000,1,RENT,A,EDUCATION,8500,8.9,0,0.18,4,N
26,45000,9,MORTGAGE,D,VENTURE,10000,16.89,0,0.22,4,N
25,47000,8,RENT,B,DEBTCONSOLIDATION,8500,10.37,0,0.18,4,N
23,45000,,OWN,C,EDUCATION,15000,14.79,0,0.33,4,N
24,49232,8,RENT,A,EDUCATION,8500,6.54,0,0.17,4,N
21,45000,5,MORTGAGE,B,MEDICAL,3000,10.99,0,0.07,4,N
25,44000,9,RENT,C,MEDICAL,8500,14.27,1,0.19,4,N
21,50000,5,RENT,B,VENTURE,8500,10.65,0,0.17,2,N
21,44000,5,RENT,B,DEBTCONSOLIDATION,8500,11.49,1,0.19,2,N
26,45000,5,MORTGAGE,A,PERSONAL,14650,7.49,0,0.33,2,N
25,50000,7,RENT,E,EDUCATION,8500,15.7,0,0.17,4,N
24,52582,5,RENT,B,MEDICAL,8500,10.62,0,0.16,2,N
22,46968,1,RENT,C,PERSONAL,8500,,1,0.18,4,N
24,45000,8,MORTGAGE,A,PERSONAL,4000,,0,0.09,2,N
24,45000,4,OWN,A,VENTURE,11000,7.49,0,0.24,2,N
24,55000,5,RENT,B,DEBTCONSOLIDATION,8500,9.88,0,0.15,2,N
25,55000,7,RENT,C,MEDICAL,8500,14.22,0,0.15,2,N
24,45000,2,MORTGAGE,A,PERSONAL,7200,7.29,0,0.16,4,N
26,59000,2,RENT,B,PERSONAL,8500,11.83,0,0.14,4,N
21,60996,2,RENT,B,VENTURE,8500,,0,0.14,2,N
23,45000,7,MORTGAGE,A,DEBTCONSOLIDATION,7000,5.42,0,0.16,3,N
25,62500,3,RENT,A,EDUCATION,8500,7.88,0,0.14,4,N
21,45000,0,MORTGAGE,A,DEBTCONSOLIDATION,6250,5.42,0,0.14,3,N
25,63996,2,RENT,B,VENTURE,8500,11.89,0,0.13,4,N
22,45000,3,MORTGAGE,C,EDUCATION,3000,,0,0.07,4,N
23,65000,6,RENT,C,DEBTCONSOLIDATION,8500,13.35,0,0.13,2,Y
23,65000,3,RENT,B,MEDICAL,8500,12.21,0,0.13,2,N
23,66200,5,RENT,A,PERSONAL,8500,,0,0.13,2,N
25,45000,2,MORTGAGE,A,MEDICAL,3000,6.92,0,0.07,3,N
22,74000,6,RENT,B,VENTURE,8500,11.71,0,0.11,4,N
25,69000,5,RENT,A,HOMEIMPROVEMENT,8500,6.92,1,0.12,4,N
22,21040,,RENT,B,EDUCATION,8450,11.71,1,0.4,4,N
23,38500,1,RENT,B,EDUCATION,8450,10.62,0,0.22,4,N
24,45000,8,MORTGAGE,A,EDUCATION,5000,5.79,0,0.11,2,N
22,100000,2,RENT,C,EDUCATION,8450,12.99,0,0.08,2,Y
24,45000,3,MORTGAGE,C,VENTURE,15000,13.06,0,0.33,3,N
24,45000,8,MORTGAGE,A,MEDICAL,5000,5.79,0,0.11,3,N
22,25000,2,RENT,A,EDUCATION,8400,6.62,1,0.34,2,N
22,45000,0,MORTGAGE,A,MEDICAL,9125,5.79,0,0.2,3,N
23,30000,0,RENT,C,MEDICAL,8400,14.65,0,0.28,3,N
26,52000,5,RENT,B,PERSONAL,5000,10.59,0,0.1,3,N
23,52000,1,RENT,A,PERSONAL,5000,7.49,0,0.1,3,N
22,52000,1,RENT,A,VENTURE,5000,6.99,0,0.1,4,N
23,45000,2,MORTGAGE,B,EDUCATION,10000,11.11,0,0.22,3,N
24,52728,4,RENT,A,PERSONAL,5000,7.74,0,0.09,4,N
22,53000,6,RENT,B,EDUCATION,5000,9.91,0,0.09,2,N
22,53000,0,RENT,A,EDUCATION,5000,7.9,0,0.09,4,N
24,45000,8,OWN,A,HOMEIMPROVEMENT,10000,,0,0.22,3,N
25,45000,9,MORTGAGE,B,HOMEIMPROVEMENT,3000,9.99,0,0.07,4,N
25,45000,0,MORTGAGE,A,DEBTCONSOLIDATION,4325,6.91,0,0.1,3,N
23,45000,0,MORTGAGE,A,DEBTCONSOLIDATION,1450,,0,0.03,2,N
25,45000,9,MORTGAGE,B,DEBTCONSOLIDATION,4000,9.25,0,0.09,3,N
25,53000,3,RENT,C,HOMEIMPROVEMENT,5000,12.53,0,0.09,3,Y
26,53500,1,RENT,B,PERSONAL,5000,12.18,0,0.09,3,N
23,53760,0,RENT,C,EDUCATION,5000,13.43,0,0.09,4,N
26,54000,10,RENT,B,EDUCATION,5000,10,0,0.09,2,N
25,54000,5,RENT,B,PERSONAL,5000,12.21,0,0.09,4,N
22,45000,5,MORTGAGE,C,DEBTCONSOLIDATION,5000,12.61,0,0.11,2,Y
24,45000,5,MORTGAGE,A,PERSONAL,10000,5.79,0,0.22,4,N
23,54860,0,RENT,C,PERSONAL,5000,14.17,0,0.09,4,N
26,54996,3,RENT,B,HOMEIMPROVEMENT,5000,11.86,0,0.09,2,N
26,45000,10,MORTGAGE,A,DEBTCONSOLIDATION,10000,6.91,0,0.22,4,N
22,54996,0,RENT,C,EDUCATION,5000,12.54,0,0.09,3,Y
24,54996,0,RENT,B,HOMEIMPROVEMENT,5000,10.39,0,0.09,2,N
22,49000,1,RENT,D,EDUCATION,5000,15.62,1,0.1,4,Y
25,45000,9,OWN,A,MEDICAL,3000,6.17,0,0.07,4,N
22,55000,6,RENT,A,EDUCATION,5000,6.91,0,0.09,2,N
26,55000,3,RENT,C,VENTURE,5000,13.48,0,0.09,4,Y
25,55000,3,RENT,C,DEBTCONSOLIDATION,5000,,0,0.09,4,Y
22,55000,3,RENT,C,EDUCATION,5000,,0,0.09,3,Y
24,55000,4,RENT,A,VENTURE,5000,8,0,0.09,3,N
21,55272,5,RENT,A,VENTURE,5000,5.42,0,0.09,3,N
24,56000,8,RENT,C,PERSONAL,5000,14.27,0,0.09,4,N
26,56000,7,RENT,A,PERSONAL,5000,7.91,0,0.09,2,N
22,45000,6,OWN,A,EDUCATION,4750,6.39,0,0.11,2,N
24,50000,1,RENT,D,HOMEIMPROVEMENT,5000,15.62,1,0.1,4,N
22,45000,7,OWN,A,EDUCATION,6000,6.76,0,0.13,2,N
25,56000,2,RENT,B,DEBTCONSOLIDATION,5000,,0,0.09,4,N
22,45000,6,MORTGAGE,A,EDUCATION,10000,7.88,0,0.22,4,N
23,56016,4,RENT,E,EDUCATION,5000,15.13,0,0.09,3,N
21,45000,5,MORTGAGE,A,PERSONAL,4000,7.14,0,0.09,3,N
26,51000,10,RENT,B,MEDICAL,5000,12.42,1,0.1,4,N
24,51000,2,RENT,D,DEBTCONSOLIDATION,5000,14.74,1,0.1,2,Y
26,51600,1,RENT,A,HOMEIMPROVEMENT,5000,8.94,1,0.1,2,N
24,57692,2,RENT,C,HOMEIMPROVEMENT,5000,13.23,0,0.09,3,Y
24,57996,1,RENT,A,HOMEIMPROVEMENT,5000,8,0,0.09,3,N
24,57996,4,RENT,D,HOMEIMPROVEMENT,5000,13.24,0,0.09,4,N
24,58000,5,RENT,A,MEDICAL,5000,7.49,0,0.09,2,N
22,58000,4,RENT,C,PERSONAL,5000,13.85,0,0.09,2,N
23,45000,1,MORTGAGE,B,MEDICAL,7200,11.86,0,0.16,2,N
21,45000,3,MORTGAGE,A,MEDICAL,4500,7.14,0,0.1,2,N
25,45000,4,MORTGAGE,A,MEDICAL,5000,7.88,0,0.11,3,N
23,58000,4,RENT,C,PERSONAL,5000,13.16,0,0.09,3,N
24,45000,5,MORTGAGE,A,EDUCATION,5000,,0,0.11,4,N
24,45000,0,MORTGAGE,A,VENTURE,6000,7.88,0,0.13,3,N
21,45000,4,MORTGAGE,A,EDUCATION,5000,7.14,0,0.11,4,N
25,58296,9,RENT,A,DEBTCONSOLIDATION,5000,6.17,0,0.09,4,N
22,58380,2,RENT,C,VENTURE,5000,12.29,0,0.09,3,N
26,45000,3,MORTGAGE,C,EDUCATION,4000,14.35,0,0.09,2,Y
24,58800,5,RENT,A,HOMEIMPROVEMENT,5000,7.29,0,0.09,3,N
25,58800,4,RENT,D,EDUCATION,5000,14.84,0,0.09,2,N
22,52880,6,RENT,D,MEDICAL,5000,14.59,1,0.09,4,N
21,45000,5,MORTGAGE,A,EDUCATION,18000,7.88,0,0.4,4,N
26,58979,2,RENT,A,DEBTCONSOLIDATION,5000,9.32,0,0.08,3,N
26,53000,4,RENT,D,DEBTCONSOLIDATION,5000,15.95,1,0.09,2,Y
22,59317,5,RENT,B,VENTURE,5000,11.48,0,0.08,4,N
21,59800,5,RENT,B,PERSONAL,5000,11.36,0,0.08,3,N
24,45000,4,MORTGAGE,A,MEDICAL,1500,,0,0.03,2,N
22,45000,3,MORTGAGE,B,EDUCATION,15000,11.36,0,0.33,2,N
23,45000,7,MORTGAGE,A,VENTURE,5000,6.76,0,0.11,3,N
26,45000,10,MORTGAGE,A,PERSONAL,1500,6.76,0,0.03,4,N
23,60000,7,RENT,C,EDUCATION,5000,13.49,0,0.08,2,N
22,54000,6,RENT,D,DEBTCONSOLIDATION,5000,17.27,1,0.09,2,Y
21,45000,5,MORTGAGE,A,DEBTCONSOLIDATION,8000,7.51,0,0.18,4,N
23,60000,5,RENT,D,VENTURE,5000,16.49,0,0.08,2,Y
24,60000,2,RENT,C,MEDICAL,5000,13.99,0,0.08,2,Y
24,45000,8,MORTGAGE,A,HOMEIMPROVEMENT,4200,7.14,0,0.09,2,N
23,60000,6,RENT,A,DEBTCONSOLIDATION,5000,6.99,0,0.08,3,N
21,60000,2,RENT,A,MEDICAL,5000,8.49,0,0.08,4,N
26,60000,10,RENT,B,VENTURE,5000,10.99,0,0.08,2,N
23,60000,2,RENT,A,DEBTCONSOLIDATION,5000,,0,0.08,3,N
21,45000,5,MORTGAGE,A,PERSONAL,10000,7.51,0,0.22,2,N
23,60000,2,RENT,A,VENTURE,5000,6.91,0,0.08,4,N
25,60000,8,RENT,D,HOMEIMPROVEMENT,5000,15.57,0,0.08,4,N
22,45000,1,MORTGAGE,B,EDUCATION,3300,10.99,0,0.07,3,N
22,54000,1,RENT,A,DEBTCONSOLIDATION,5000,6.54,1,0.09,3,N
26,60000,0,RENT,A,PERSONAL,5000,7.14,0,0.08,2,N
23,60000,4,RENT,C,PERSONAL,5000,13.98,0,0.08,2,Y
24,39000,2,MORTGAGE,C,HOMEIMPROVEMENT,16000,14.22,1,0.41,4,N
23,45000,4,MORTGAGE,C,EDUCATION,14500,13.48,0,0.32,2,Y
22,60000,3,RENT,C,PERSONAL,5000,14.22,0,0.08,4,N
25,45000,5,OWN,B,VENTURE,10400,10.25,0,0.23,3,N
22,54000,4,RENT,E,EDUCATION,5000,16.35,1,0.09,3,Y
23,54000,7,RENT,C,EDUCATION,5000,12.84,1,0.09,2,Y
22,45000,4,MORTGAGE,C,PERSONAL,5000,13.48,0,0.11,4,Y
24,60996,8,RENT,A,HOMEIMPROVEMENT,5000,,0,0.08,2,N
22,61000,3,RENT,B,MEDICAL,5000,9.99,0,0.08,2,N
24,45000,2,MORTGAGE,B,HOMEIMPROVEMENT,13000,10.62,0,0.29,2,N
24,45000,3,MORTGAGE,B,EDUCATION,1275,11.36,0,0.03,4,N
22,61000,2,RENT,A,VENTURE,5000,7.66,0,0.08,3,N
25,62000,0,RENT,A,EDUCATION,5000,7.49,0,0.08,3,N
25,62000,9,RENT,A,DEBTCONSOLIDATION,5000,,0,0.08,2,N
22,62400,2,RENT,B,VENTURE,5000,12.69,0,0.08,3,N
25,62400,5,RENT,A,VENTURE,5000,7.51,0,0.08,2,N
25,63000,9,RENT,B,HOMEIMPROVEMENT,5000,10.74,0,0.08,3,N
23,63000,7,RENT,C,EDUCATION,5000,13.23,0,0.08,4,Y
22,63000,2,RENT,A,DEBTCONSOLIDATION,5000,7.74,0,0.08,3,N
23,45000,5,MORTGAGE,B,EDUCATION,14500,11.48,0,0.32,2,N
24,63000,2,RENT,A,EDUCATION,5000,9.32,0,0.08,4,N
23,63800,7,RENT,B,EDUCATION,5000,9.99,0,0.08,4,N
25,64000,9,RENT,D,EDUCATION,5000,15.33,0,0.08,4,Y
25,45000,3,MORTGAGE,B,EDUCATION,6000,11.83,0,0.13,2,N
24,64151,0,RENT,B,VENTURE,5000,11.86,0,0.08,2,N
21,64424,3,RENT,A,PERSONAL,5000,6.03,0,0.08,4,N
26,45000,0,MORTGAGE,C,HOMEIMPROVEMENT,4000,13.92,0,0.09,2,N
24,64600,2,RENT,A,DEBTCONSOLIDATION,5000,7.9,0,0.08,4,N
